amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,source,source_type,source_class,waterpoint_type
0,Mar-201,Danida,1060.32,Rare,38.92076355,-6.49655635,Rare,Wami / Ruvu,Kitopeni A,Pwani,6,1,Bagamoyo,Rare,60,TRUE,Company,Bagamoyo wate,TRUE,1994,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,river,river/lake,surface,communal standpipe
20,Aug-201,Rare,384,Rare,37.44493734,-6.30339712,Rare,Wami / Ruvu,Rare,Morogoro,5,6,Mvomero,Rare,1,FALSE,Private operator,,TRUE,2010,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,salty,salty,enough,machine dbh,borehole,groundwater,communal standpipe
0,Oct-201,Tasaf,0,TASAF,33.87718822,-3.9129657,Zahanati,Internal,Bekedi,Shinyanga,17,8,Kishapu,Rare,0,FALSE,Parastatal,,FALSE,1987,gravity,gravity,gravity,parastatal,parastatal,Rare,Rare,soft,good,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe
0,Jul-201,Rare,0,Rare,33.54414943,-9.15411935,Kwa Mzee Mwaijusi,Lake Nyasa,Rare,Mbeya,12,4,Rungwe,Rare,0,TRUE,VWC,K,Missing,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Nov-201,Netherlands,0,DWE,33.6622566,-2.94692606,Rare,Lake Victoria,Rare,Shinyanga,17,2,Maswa,Rare,0,TRUE,WUG,,FALSE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,shallow well,shallow well,groundwater,hand pump
20,Mar-201,Government Of Tanzania,973,DWE,36.84173368,-3.49226198,Rare,Pangani,Rare,Arusha,2,2,Arusha Rural,Nduruma,150,TRUE,VWC,Machumba estate pipe line,TRUE,1980,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Feb-201,Dwsp,0,DWE,34.89,-6.37,Rare,Lake Victoria,Busumabwi,Mwanza,17,1,Magu,Rare,0,FALSE,WUG,,FALSE,1987,swn 80,swn 80,handpump,wug,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Government Of Tanzania,0,DWE,30.94291534,-1.61962921,Rare,Lake Victoria,Rare,Kagera,18,1,Karagwe,Rare,0,TRUE,VWC,Nyamitoko  water,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,167,DWE,38.86225903,-5.1220163,Rare,Pangani,Rare,Tanga,4,3,Muheza,Rare,500,TRUE,VWC,Magula mountains spr,FALSE,1999,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,spring,spring,groundwater,communal standpipe
0,Oct-201,World Vision,0,DWE,32.92673313,-4.18059819,Rare,Lake Tanganyika,Rare,Tabora,14,1,Nzega,Rare,0,FALSE,VWC,,FALSE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,other
0,Mar-201,Rare,1258,Rare,36.7187358,-3.4350662,Olorieni Mazizini,Pangani,Rare,Arusha,2,3,Arusha Rural,Rare,1230,FALSE,Water Board,G,Missing,2000,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Feb-201,Government Of Tanzania,140,DWE,39.08053067,-8.54902978,Kwamagereza,Ruvuma / Southern Coast,Rare,Lindi,80,13,Kilwa,Rare,530,Missing,Rare,,TRUE,1985,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,shallow well,shallow well,groundwater,other
0,Jan-201,Rare,1561,Rare,34.87965954,-4.77738537,Mwaunja,Internal,Rare,Singida,13,2,Singida Rural,Rare,1,TRUE,VWC,,Missing,1980,other,other,other,vwc,user-group,Rare,Rare,unknown,unknown,dry,shallow well,shallow well,groundwater,other
0,Oct-201,Rwssp,0,DWE,32.30392596,-4.11650763,Rare,Lake Tanganyika,Mliza B,Shinyanga,17,3,Kahama,Rare,0,Missing,Rare,,TRUE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,Rare,Rare,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
100,Mar-201,Rare,56,Rare,39.12033011,-6.88949509,Kwa Devota,Wami / Ruvu,Rare,Dar es Salaam,7,2,Ilala,Rare,150,Missing,Private operator,,FALSE,2010,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,shallow well,shallow well,groundwater,communal standpipe
0,Jan-201,Dwsp,0,DWE,34.89,-6.37,Rare,Lake Victoria,Rare,Shinyanga,17,1,Bariadi,Rare,0,Missing,WUG,,FALSE,1987,other,other,other,wug,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,other
50,Jan-201,Water Of Water,1142,DWE,33.45273004,-2.15057199,Rare,Lake Victoria,Sokoni,Mara,20,4,Bunda,Rare,1200,TRUE,WUG,KIBUWA,TRUE,1978,gravity,gravity,gravity,wug,user-group,pay per bucket,per bucket,soft,good,enough,lake,river/lake,surface,communal standpipe multiple
20,Mar-201,Rare,318,WU,38.29967303,-6.12482676,Mbailwa,Wami / Ruvu,Rare,Pwani,6,1,Bagamoyo,Rare,40,TRUE,WUA,Chalinze wate,TRUE,2003,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe
0,Jul-201,Danida,0,Central government,33.80452114,-9.53803983,Kwa Yusuf Kayuwi,Lake Nyasa,Rare,Mbeya,12,3,Kyela,Rare,0,TRUE,VWC,Sinyanga water supplied sch,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,spring,spring,groundwater,communal standpipe
0,Oct-201,Rare,0,Rare,32.43219552,-4.35719146,Ibulwa,Lake Tanganyika,Ibulwa,Tabora,14,4,Urambo,Rare,0,TRUE,WUG,,TRUE,1987,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,unknown,unknown,insufficient,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Water,0,Commu,36.63382123,-6.01743922,Kwa Chibaya,Wami / Ruvu,Rare,Dodoma,1,3,Kongwa,Rare,0,TRUE,VWC,Many,FALSE,1987,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,machine dbh,borehole,groundwater,communal standpipe
0,Jul-201,Kkkt,0,KKKT,32.84437968,-9.01234686,Robert Mwanji,Lake Rukwa,Rare,Mbeya,12,6,Mbozi,Rare,0,TRUE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Rare,1218,Rare,37.10010472,-3.20118923,Kwa Evarista Munuo,Pangani,Rare,Kilimanjaro,3,7,Siha,Rare,1,TRUE,Water Board,TM lawate water supply,TRUE,2009,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Aug-201,Rare,0,Sengerema Water Department,32.29585805,-2.53029242,Kwa Nzegenuka,Lake Victoria,Nyanango,Mwanza,19,5,Sengerema,Rare,0,TRUE,VWC,HESAWA,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Government Of Tanzania,1633,District council,37.59058197,-3.22155047,Kwa Maningi Swai,Pangani,Rare,Kilimanjaro,3,1,Rombo,Rare,1,TRUE,Company,New keni water supply,TRUE,1977,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Feb-201,Government Of Tanzania,369,DWE,38.92551598,-8.54354457,Rare,Ruvuma / Southern Coast,Rare,Lindi,80,13,Kilwa,Rare,387,TRUE,Rare,,TRUE,2003,gravity,gravity,gravity,Rare,Rare,never pay,never pay,soft,good,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe
0,Mar-201,Rare,1469,Rare,37.06323273,-3.10510316,Kwa Elizabeth Mathia,Pangani,Rare,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,Water Board,TM part One,TRUE,2001,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Jan-201,Rare,1700,Rare,35.08022623,-4.65794661,Mangida Primary,Internal,Rare,Singida,13,2,Singida Rural,Rare,1,TRUE,VWC,M,Missing,1960,mono,mono,motorpump,vwc,user-group,Rare,Rare,unknown,unknown,dry,machine dbh,borehole,groundwater,communal standpipe
0,Jul-201,Rare,0,Rare,31.52493968,-1.63139815,Shule Ya Sekondari Kikomero,Lake Victoria,Rare,Kagera,18,2,Bukoba Rural,Rare,0,TRUE,VWC,,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe
250,Jan-201,Rare,1170,TWESA,30.25093548,-4.63010647,Rare,Lake Tanganyika,Rare,Kigoma,16,2,Kasulu,Rare,442,TRUE,Water authority,Murufiti,FALSE,2000,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,river,river/lake,surface,communal standpipe multiple
0,Jan-201,Dwsp,0,DWE,34.89,-6.37,Ondoakiu,Lake Victoria,Rare,Shinyanga,17,1,Bariadi,Rare,0,TRUE,WUG,,FALSE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Finw,139,FinW,39.4415096,-10.37145299,Likolombe Juu,Ruvuma / Southern Coast,Likolombe Juu,Mtwara,9,4,Tandahimba,Rare,1,TRUE,VWC,Borehole,TRUE,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,0,Rare,31.58783422,-1.87895066,Rare,Lake Victoria,Rare,Kagera,18,3,Muleba,Rare,0,TRUE,VWC,I,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Jul-201,Government Of Tanzania,0,DWE,31.17674496,-1.7062165,Omurutunga,Lake Victoria,Rare,Kagera,18,1,Karagwe,Rare,0,TRUE,VWC,Kibogoizi water s,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Aug-201,Jica,0,DWE,30.61447513,-1.1920262,Rukoyoyo B,Lake Victoria,Rare,Kagera,18,1,Karagwe,Rare,0,TRUE,Rare,,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,0,Rare,30.46909231,-2.66314697,Rare,Lake Victoria,Rare,Kagera,18,30,Ngara,Rare,0,TRUE,VWC,Mobuhasa spring source,FALSE,1987,other - play pump,other handpump,handpump,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe multiple
0,Feb-201,Government Of Tanzania,1060.32,DWE,39.28451091,-8.38986586,Kwankenda,Rufiji,Rare,Lindi,80,13,Kilwa,Rare,212,TRUE,Rare,,TRUE,1975,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,shallow well,shallow well,groundwater,other
20,Feb-201,Rare,893,Rare,37.33873108,-3.32137603,Kariwa Chini Kiosk,Pangani,Rare,Kilimanjaro,3,6,Moshi Urban,Rare,12,TRUE,Water authority,,TRUE,2004,submersible,submersible,submersible,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple
0,Jul-201,Rare,0,Rare,31.45150239,-2.13348314,Sembe,Lake Victoria,Rare,Kagera,18,3,Muleba,Rare,0,TRUE,VWC,M,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Tcrs,1395,TCRS,37.96701554,-4.51220395,Kwa Noah,Pangani,Rare,Kilimanjaro,3,3,Same,Rare,140,TRUE,Water authority,Mayeni water supply,TRUE,1996,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,308,Rare,36.83259325,-8.01275975,Kwachuli,Rufiji,Rare,Morogoro,5,3,Kilombero,Rare,300,TRUE,Rare,,TRUE,2006,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,machine dbh,borehole,groundwater,hand pump
1000,Feb-201,Rare,1953,Rare,35.72349519,-8.26602588,Rare,Rufiji,Rare,Iringa,11,2,Mufindi,Rare,0,TRUE,VWC,Kib,TRUE,1987,ksb,submersible,submersible,vwc,user-group,pay annually,annually,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,1249,Rare,35.68946571,-2.2942759,Shuleni,Internal,Rare,Arusha,2,5,Ngorongoro,Rare,610,TRUE,VWC,Sale water scheme,TRUE,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Oct-201,Government Of Tanzania,0,Government,34.89,-6.37,Rare,Lake Victoria,Rare,Mwanza,19,2,Magu,Rare,0,TRUE,VWC,,TRUE,1987,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
0,Oct-201,Adb,0,DWE,33.58838845,-3.71253842,Kwa Magobo,Internal,Rare,Shinyanga,17,8,Kishapu,Rare,0,TRUE,VWC,Nhobola piped scheme,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,spring,spring,groundwater,communal standpipe multiple
500,Apr-201,Rare,1713,DWE,34.69464429,-9.10926068,Kwa Kadeghe Noleki,Rufiji,Rare,Iringa,11,4,Njombe,Mdandu,45,TRUE,WUA,wanging'ombe water supply s,TRUE,1974,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,dry,river,river/lake,surface,communal standpipe
10,Feb-201,Village Committee,1363,Rare,37.17849402,-5.3937132,Kijungu Madukani,Pangani,Madukani,Manyara,21,5,Kiteto,Rare,5000,TRUE,VWC,Water board,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,spring,spring,groundwater,other
0,Feb-201,World Vision,0,World Vision,33.33008327,-4.10430628,Rare,Internal,Rare,Tabora,14,1,Nzega,Rare,0,FALSE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Jan-201,Tcrs,1282,TCRS,30.3868068,-5.55083374,Rare,Lake Tanganyika,Rare,Rukwa,15,1,Mpanda,Mishamo,375,TRUE,Water authority,,TRUE,1983,other,other,other,water authority,commercial,never pay,never pay,soft,good,insufficient,machine dbh,borehole,groundwater,hand pump
0,Mar-201,Government Of Tanzania,1297,DWE,37.52742633,-3.29749419,Kwa Donald Mongi,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,50,TRUE,VWC,Una mkolowoni,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Oct-201,Rare,0,Rare,33.2203198,-3.67500515,Mwantini Secondary,Internal,Rare,Shinyanga,17,3,Shinyanga Rural,Rare,0,FALSE,Parastatal,,TRUE,1987,nira/tanira,nira/tanira,handpump,parastatal,parastatal,never pay,never pay,soft,good,seasonal,rainwater harvesting,rainwater harvesting,surface,hand pump
0,Jan-201,Lga,440,LGA,39.11591108,-10.75837484,Rare,Ruvuma / Southern Coast,Rare,Mtwara,90,33,Masasi,Rare,1,TRUE,VWC,,FALSE,1980,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,dry,spring,spring,groundwater,other
0,Mar-201,Rare,1073,Rare,36.09906035,-3.55135479,Makuyuni Primary School 1,Internal,Rare,Arusha,2,1,Monduli,Rare,1,FALSE,Parastatal,,Missing,2000,other,other,other,parastatal,parastatal,never pay,never pay,soft,good,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe
0,Feb-201,Danida,1623,Rare,35.72605224,-7.86602515,Rare,Rufiji,Nyabula Kati,Iringa,11,1,Iringa Rural,Rare,1,TRUE,VWC,Nyabul,TRUE,1974,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,spring,spring,groundwater,communal standpipe
1000,Mar-201,Rare,0,DWE,38.82399736,-4.8368263,Kwa Maziku,Pangani,Rare,Tanga,4,8,Mkinga,Rare,60,TRUE,VWC,Magat gravity spring,TRUE,1980,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,spring,spring,groundwater,communal standpipe
30,Mar-201,Rare,1380,Rare,36.65801378,-3.3660621,Rare,Pangani,Rare,Arusha,2,3,Arusha Urban,Rare,1,FALSE,Water Board,G,Missing,2000,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
0,Mar-201,Childreach,1471,Childreach,37.60021375,-3.28486906,Shuleni,Pangani,Rare,Kilimanjaro,3,1,Moshi Rural,Rare,1,TRUE,Parastatal,,TRUE,2010,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe
0,Jul-201,Unicef,0,UNICEF,30.50669858,-2.78530212,Rare,Lake Victoria,Rare,Kagera,18,30,Ngara,Rare,0,TRUE,VWC,,FALSE,1987,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Aug-201,Hifab,0,Hesawa,33.31630392,-2.78652032,Rare,Lake Victoria,Rare,Mwanza,19,4,Kwimba,Rare,0,TRUE,VWC,,TRUE,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Apr-201,Water,0,Rare,35.92608059,-5.88620581,Mayeto Juu,Wami / Ruvu,Rare,Dodoma,1,5,Dodoma Urban,Rare,0,TRUE,VWC,Homb,FALSE,1987,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,dry,machine dbh,borehole,groundwater,communal standpipe multiple
30,Mar-201,District Council,409,DWE,38.33426657,-5.50362887,Shule Ya Sekondari Ndolwa,Pangani,Mfulowaga,Tanga,4,6,Handeni,Rare,1000,TRUE,VWC,Water Sector Develop,FALSE,2009,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,river,river/lake,surface,communal standpipe multiple
0,Apr-201,World Bank,0,Commu,35.62252218,-6.28249547,Shuleni,Internal,Rare,Dodoma,1,5,Dodoma Urban,Rare,0,TRUE,VWC,Mbab,FALSE,1987,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,dry,machine dbh,borehole,groundwater,communal standpipe multiple
500,Mar-201,Rare,461,Rare,37.07908077,-6.79516761,Rare,Wami / Ruvu,Rare,Morogoro,5,1,Kilosa,Rare,100,TRUE,WUG,,TRUE,2010,india mark ii,india mark ii,handpump,wug,user-group,pay when scheme fails,on failure,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,World Vision,0,DWE,33.16240712,-4.45555491,Mwambaha,Lake Tanganyika,Rare,Tabora,14,1,Nzega,Rare,0,FALSE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,other
0,Feb-201,Rare,1550,Rare,34.75294023,-5.00302353,Rare,Internal,Rare,Singida,13,2,Singida Rural,Rare,1,TRUE,VWC,P,Missing,2010,submersible,submersible,submersible,vwc,user-group,Rare,Rare,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe
500,Mar-201,Rare,1289,Rare,34.99416354,-10.9420656,Rare,Lake Nyasa,Rare,Ruvuma,10,3,Mbinga,Rare,60,TRUE,Water Board,BRUDER,TRUE,2002,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Oct-201,World Vision,1830,Community,36.77233251,-3.14450978,Kanisani,Internal,Rare,Arusha,2,7,Meru,Rare,130,TRUE,VWC,Kisimiri Juu gravity water supply,TRUE,2002,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Jul-201,Hesawa,0,HESAWA,30.69785148,-2.75695078,Bukiriro,Lake Tanganyika,Rare,Kagera,18,30,Ngara,Rare,0,TRUE,VWC,,FALSE,1987,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,insufficient,shallow well,shallow well,groundwater,other
0,Jan-201,Rare,830,Rare,29.69473517,-4.91802226,Rare,Lake Tanganyika,Rare,Kigoma,16,4,Kigoma Urban,Rare,0,FALSE,Other,Mradi wa maji wa kag,TRUE,1985,other,other,other,Rare,Rare,never pay,never pay,soft,good,dry,lake,river/lake,surface,communal standpipe multiple
500,Feb-201,Danida,568,DANIDA,37.16746744,-10.88621828,Migelegele 2,Ruvuma / Southern Coast,Rare,Ruvuma,10,1,Tunduru,Rare,1,TRUE,VWC,,FALSE,1998,swn 80,swn 80,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,machine dbh,borehole,groundwater,hand pump
0,Mar-201,Government Of Tanzania,1793,DWE,34.83435344,-8.98855633,Kwa Ayubu Peramiho,Rufiji,Rare,Iringa,11,4,Njombe,Rare,55,TRUE,VWC,Ilunda pumping scheme,FALSE,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Apr-201,Government Of Tanzania,0,DWE,35.72104265,-6.20761129,Kanisani,Internal,Rare,Dodoma,1,5,Dodoma Urban,Rare,0,TRUE,VWC,,FALSE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,other
500,Feb-201,Rare,1691,DWE,34.91023422,-8.97162741,Kwa Michael Mtelesi,Rufiji,Rare,Iringa,11,4,Njombe,Rare,80,TRUE,VWC,Igongolo gravity water sche,FALSE,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Oct-201,Rare,0,Rare,34.17033482,-3.83161228,Mwabuzo Primary Tank,Internal,Rare,Shinyanga,17,6,Meatu,Rare,0,TRUE,Parastatal,None,TRUE,1987,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,dry,rainwater harvesting,rainwater harvesting,surface,communal standpipe
0,Oct-201,Hesawa,0,DWE,34.89,-6.37,Kwamwalongo,Lake Victoria,Mwang`Halanga,Mwanza,19,2,Magu,Rare,0,TRUE,Rare,,TRUE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,other
20,Mar-201,Serving And Friends,407,Rare,38.25892945,-5.75176021,Kwa Mzee Mkoa,Pangani,Rare,Tanga,4,6,Handeni,Rare,500,TRUE,VWC,,FALSE,2010,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,shallow well,shallow well,groundwater,hand pump
20,Feb-201,Rare,830,Rare,37.36157505,-3.33367707,Kdc,Pangani,Rare,Kilimanjaro,3,6,Moshi Urban,Rare,15,TRUE,Water authority,Shirimatunda Water Supply,TRUE,2008,gravity,gravity,gravity,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,spring,spring,groundwater,communal standpipe multiple
0,Oct-201,Government Of Tanzania,0,DWE,34.89,-6.37,Rare,Lake Victoria,Mwakinasa,Shinyanga,17,1,Bariadi,Rare,0,TRUE,WUG,,FALSE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
